TLM_PKT_NAME,PKT_ID,TLM_PKT_RELID,tlm_pkt_SHORT_DESCRIPTION,tlm_pkt_DESCRIPTION,MAX_LENGTH,SEQUENCE_NUMBER,AGGREGATE_SPEC_RELID,DATA_ITEM_NAME,DATA_ITEM_RELID,data_item_SHORT_DESCRIPTION,data_item_DESCRIPTION,DATA_TYPE_NAME,DATA_TYPE_RELID,NUM_BITS,ARRAY_NAME,ARRAY_RELID,NUM_DIMENSIONS,DIM_1_SIZE,DIM_2_SIZE,ENUM_NAME,ENUM_RELID,CONSTRAINT_RELID,ANALOG_NAME,ANALOG_RELID,ENDIAN_NAME,ENDIAN_RELID
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,170,2016,EPS_IBCR3B,2016,EPS BCR3 Current B,"Current BCR3, Connector SA3B.",UInt16,25,16,,,,,,,,,EPS_IBCR3B,362,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,180,2017,EPS_TBCR3A,2017,EPS BCR3 Temperature A,"Array Temperature, Connector SA3A.",UInt16,25,16,,,,,,,,,EPS_TBCR3A,363,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,190,2018,EPS_TBCR3B,2018,EPS BCR3 Temperature B,"Array Temperature, Connector SA3B.",UInt16,25,16,,,,,,,,,EPS_TBCR3B,364,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,200,2019,EPS_SDBCR3A,2019,EPS BCR3 Sun Detector A,"Sun Detector, Connector SA3A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,210,2020,EPS_SDBCR3B,2020,EPS BCR3 Sun Detector B,"Sun Detector, Connector SA3B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,220,2021,EPS_VBCR4,2021,EPS BCR4 Voltage,The voltage feeding BCR4.,UInt16,25,16,,,,,,,,,EPS_VBCR4,365,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,230,2022,EPS_IBCR4A,2022,EPS BCR4 Current A,"Current BCR4, Connector SA4A.",UInt16,25,16,,,,,,,,,EPS_IBCR4A,366,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,240,2023,EPS_IBCR4B,2023,EPS BCR4 Current B,"Current BCR4, Connector SA4B.",UInt16,25,16,,,,,,,,,EPS_IBCR4B,367,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,250,2024,EPS_TBCR4A,2024,EPS BCR4 Temperature A,"Array Temperature, Connector SA4A.",UInt16,25,16,,,,,,,,,EPS_TBCR4A,368,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,260,2025,EPS_TBCR4B,2025,EPS BCR4 Temperature B,"Array Temperature, Connector SA4B.",UInt16,25,16,,,,,,,,,EPS_TBCR4B,369,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,270,2026,EPS_SDBCR4A,2026,EPS BCR4 Sun Detector A,"Sun Detector, Connector SA4A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,280,2027,EPS_SDBCR4B,2027,EPS BCR4 Sun Detector B,"Sun Detector, Connector SA4B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,290,2028,EPS_VBCR5,2028,EPS BCR5 Voltage,The voltage feeding BCR5.,UInt16,25,16,,,,,,,,,EPS_VBCR5,370,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,300,2029,EPS_IBCR5A,2029,EPS BCR5 Current A,"Current BCR5, Connector SA5A.",UInt16,25,16,,,,,,,,,EPS_IBCR5A,371,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,310,2030,EPS_IBCR5B,2030,EPS BCR5 Current B,"Current BCR5, Connector SA5B.",UInt16,25,16,,,,,,,,,EPS_IBCR5B,372,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,320,2031,EPS_TBCR5A,2031,EPS BCR5 Temperature A,"Array Temperature, Connector SA5A.",UInt16,25,16,,,,,,,,,EPS_TBCR5A,373,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,330,2032,EPS_TBCR5B,2032,EPS BCR5 Temperature B,"Array Temperature, Connector SA5B.",UInt16,25,16,,,,,,,,,EPS_TBCR5B,374,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,340,2033,EPS_SDBCR5A,2033,EPS BCR5 Sun Detector A,"Sun Detector, Connector SA5A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,350,2034,EPS_SDBCR5B,2034,EPS BCR5 Sun Detector B,"Sun Detector, Connector SA5B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,360,2035,EPS_VBCR6,2035,EPS BCR6 Voltage,The voltage feeding BCR6.,UInt16,25,16,,,,,,,,,EPS_VBCR6,375,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,370,2036,EPS_IBCR6A,2036,EPS BCR6 Current A,"Current BCR6, Connector SA6A.",UInt16,25,16,,,,,,,,,EPS_IBCR6A,376,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,380,2037,EPS_IBCR6B,2037,EPS BCR6 Current B,"Current BCR6, Connector SA6B.",UInt16,25,16,,,,,,,,,EPS_IBCR6B,377,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,390,2038,EPS_TBCR6A,2038,EPS BCR6 Temperature A,"Array Temperature, Connector SA6A.",UInt16,25,16,,,,,,,,,EPS_TBCR6A,378,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,400,2039,EPS_TBCR6B,2039,EPS BCR6 Temperature B,"Array Temperature, Connector SA6B.",UInt16,25,16,,,,,,,,,EPS_TBCR6B,379,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,410,2040,EPS_SDBCR6A,2040,EPS BCR6 Sun Detector A,"Sun Detector, Connector SA6A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,420,2041,EPS_SDBCR6B,2041,EPS BCR6 Sun Detector B,"Sun Detector, Connector SA6B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,430,2042,EPS_VBCR7,2042,EPS BCR7 Voltage,The voltage feeding BCR7.,UInt16,25,16,,,,,,,,,EPS_VBCR7,380,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,440,2043,EPS_IBCR7A,2043,EPS BCR7 Current A,"Current BCR7, Connector SA7A.",UInt16,25,16,,,,,,,,,EPS_IBCR7A,381,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,450,2044,EPS_IBCR7B,2044,EPS BCR7 Current B,"Current BCR7, Connector SA7B.",UInt16,25,16,,,,,,,,,EPS_IBCR7B,382,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,460,2045,EPS_TBCR7A,2045,EPS BCR7 Temperature A,"Array Temperature, Connector SA7A.",UInt16,25,16,,,,,,,,,EPS_TBCR7A,383,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,470,2046,EPS_TBCR7B,2046,EPS BCR7 Temperature B,"Array Temperature, Connector SA7B.",UInt16,25,16,,,,,,,,,EPS_TBCR7B,384,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,480,2047,EPS_SDBCR7A,2047,EPS BCR7 Sun Detector A,"Sun Detector, Connector SA7A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,490,2048,EPS_SDBCR7B,2048,EPS BCR7 Sun Detector B,"Sun Detector, Connector SA7B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,500,2049,EPS_VBCR8,2049,EPS BCR8 Voltage,The voltage feeding BCR8.,UInt16,25,16,,,,,,,,,EPS_VBCR8,385,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,510,2050,EPS_IBCR8A,2050,EPS BCR8 Current A,"Current BCR8, Connector SA8A.",UInt16,25,16,,,,,,,,,EPS_IBCR8A,386,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,520,2051,EPS_IBCR8B,2051,EPS BCR8 Current B,"Current BCR8, Connector SA8B.",UInt16,25,16,,,,,,,,,EPS_IBCR8B,387,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,530,2052,EPS_TBCR8A,2052,EPS BCR8 Temperature A,"Array Temperature, Connector SA8A.",UInt16,25,16,,,,,,,,,EPS_TBCR8A,388,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,540,2053,EPS_TBCR8B,2053,EPS BCR8 Temperature B,"Array Temperature, Connector SA8B.",UInt16,25,16,,,,,,,,,EPS_TBCR8B,389,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,550,2054,EPS_SDBCR8A,2054,EPS BCR8 Sun Detector A,"Sun Detector, Connector SA8A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,560,2055,EPS_SDBCR8B,2055,EPS BCR8 Sun Detector B,"Sun Detector, Connector SA8B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,570,2056,EPS_VBCR9,2056,EPS BCR9 Voltage,The voltage feeding BCR9.,UInt16,25,16,,,,,,,,,EPS_VBCR9,390,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,580,2057,EPS_IBCR9A,2057,EPS BCR9 Current A,"Current BCR9, Connector SA9A.",UInt16,25,16,,,,,,,,,EPS_IBCR9A,391,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,590,2058,EPS_IBCR9B,2058,EPS BCR9 Current B,"Current BCR9, Connector SA9B.",UInt16,25,16,,,,,,,,,EPS_IBCR9B,392,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,600,2059,EPS_TBCR9A,2059,EPS BCR9 Temperature A,"Array Temperature, Connector SA9A.",UInt16,25,16,,,,,,,,,EPS_TBCR9A,393,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,610,2060,EPS_TBCR9B,2060,EPS BCR9 Temperature B,"Array Temperature, Connector SA9B.",UInt16,25,16,,,,,,,,,EPS_TBCR9B,394,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,620,2061,EPS_SDBCR9A,2061,EPS BCR9 Sun Detector A,"Sun Detector, Connector SA9A.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,630,2062,EPS_SDBCR9B,2062,EPS BCR9 Sun Detector B,"Sun Detector, Connector SA9B.",UInt16,25,16,,,,,,,,,,,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,640,2063,EPS_IDIODE_OUT,2063,EPS BCR Output Current,,UInt16,25,16,,,,,,,,,EPS_IIDIODE_OUT,303,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,650,2064,EPS_VDIODE_OUT,2064,EPS BCR Output Voltage,,UInt16,25,16,,,,,,,,,EPS_VIDIODE_OUT,304,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,660,2065,EPS_I3V3_DRW,2065,EPS 3V3 Current Draw,,UInt16,25,16,,,,,,,,,EPS_I3V3_DRW,305,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,670,2066,EPS_I5V_DRW,2066,EPS 5V Current Draw,,UInt16,25,16,,,,,,,,,EPS_I5V_DRW,306,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,680,2067,EPS_IPCM12V,2067,EPS 12V Bus Output Current,,UInt16,25,16,,,,,,,,,EPS_IPCM12V,307,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,690,2068,EPS_VPCM12V,2068,EPS 12V Bus Output Voltage,,UInt16,25,16,,,,,,,,,EPS_VPCM12V,308,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,700,2069,EPS_IPCMBATV,2069,EPS Battery Bus Output Current,,UInt16,25,16,,,,,,,,,EPS_IPCMBATV,309,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,710,2070,EPS_VPCMBATV,2070,EPS Battery Bus Output Voltage,,UInt16,25,16,,,,,,,,,EPS_VPCMBATV,310,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,720,2071,EPS_IPCM5V,2071,EPS 5V Bus Output Current,,UInt16,25,16,,,,,,,,,EPS_IPCM5V,311,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,730,2072,EPS_VPCM5V,2072,EPS 5V Bus Output Voltage,,UInt16,25,16,,,,,,,,,EPS_VPCM5V,312,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,740,2073,EPS_IPCM3V3,2073,EPS 3.3V Bus Output Current,,UInt16,25,16,,,,,,,,,EPS_IPCM3V3,313,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,750,2074,EPS_VPCM3V3,2074,EPS 3.3V Bus Output Voltage,,UInt16,25,16,,,,,,,,,EPS_VPCM3V3,314,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,760,2095,EPS_TBRD,2095,EPS Mother Board Temperature,,UInt16,25,16,,,,,,,,,EPS_TBRD,315,little_endian,2
EPSTLM,39,1684,EPS Telemetry,Analog status data read out from the EPS (Electrical Power System) module.,154,770,2096,EPS_TBRD_DB,2096,EPS Daughter Board Temperature,,UInt16,25,16,,,,,,,,,EPS_TBRD,315,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,20,1001,EPS_MB_STAT_UNKNOWN_CMD,1000,EPS Motherboard Unknown Command,A count of the number of times the motherboard command not recognized status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,30,1002,EPS_MB_STAT_WDOG_ERR,1001,EPS Motherboard Watchdog Error,A count of the number of times the motherboard watchdog error occurred status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,40,1003,EPS_MB_STAT_BAD_DATA,1002,EPS Motherboard Bad Command Data,A count of the number of times the motherboard last command data incorrect status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,50,1004,EPS_MB_STAT_BAD_CHAN,1003,EPS Motherboard Bad Command Channel,A count of the number of times the motherboard last command channel incorrect status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,60,1005,EPS_MB_STAT_EE_READ_ERR,1004,EPS Motherboard EEPROM Read Error,A count of the number of times the motherboard EEPROM read error status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,70,1006,EPS_MB_STAT_POR_ERR,1005,EPS Motherboard Power On Reset Error,A count of the number of times the motherboard power on reset error status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,80,1007,EPS_MB_STAT_BO_RESET,1006,EPS Motherboard Brown Out Reset,A count of the number of times the motherboard brown out reset status bit was has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,100,1009,EPS_DB_STAT_UNKNOWN_CMD,1013,EPS Daughterboard Unknown Command,A count of the number of times the daughterboard command not recognized status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,110,1010,EPS_DB_STAT_WDOG_ERR,1012,EPS Daughterboard Watchdog Error,A count of the number of times the daughterboard watchdog error occurred status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,120,1011,EPS_DB_STAT_BAD_DATA,1011,EPS Daughterboard Bad Command Data,A count of the number of times the daughterboard last command data incorrect status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,130,1012,EPS_DB_STAT_BAD_CHAN,1010,EPS Daughterboard Bad Command Channel,A count of the number of times the daughterboard last command channel incorrect status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,140,1013,EPS_DB_STAT_EE_READ_ERR,1009,EPS Daughterboard EEPROM Read Error,A count of the number of times the daughterboard EEPROM read error status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,150,1014,EPS_DB_STAT_POR_ERR,1008,EPS Daughterboard Power On Reset Error,A count of the number of times the daughterboard power on reset error status bit has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,160,1015,EPS_DB_STAT_BO_RESET,1007,EPS Daughterboard Brown Out Reset,A count of the number of times the daughterboard brown out reset status bit was has been set in the Board Status register.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,170,1016,EPS_MB_LAST_ERR,1014,EPS Motherboard Last Error Code,The last repored Clyde Space error code from the motherboard.,UInt8,24,8,,,,,,EPS_ERR_CODE,40,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,180,1017,EPS_DB_LAST_ERR,1015,EPS Daughterboard Last Error Code,The last repored Clyde Space error code from the daughterboard.,UInt8,24,8,,,,,,EPS_ERR_CODE,40,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,190,1018,EPS_MB_VERSION,1016,EPS Motherboard Version Info,The Clyde Space motherboard version info.  The upper 4 bits are the motherboard revision number and the lower 12 bits are the motherboard firmware version number.,UInt16,25,16,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,200,1019,EPS_DB_VERSION,1017,EPS Daughterboard Version Info,The Clyde Space daughterboard version info.  The upper 4 bits are the motherboard revision number and the lower 12 bits are the daughterboard firmware version number.,UInt16,25,16,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,210,1020,EPS_COMM_WDOG_PERIOD,1018,EPS Communications Watchdog Period,"If the EPS does not receive I2C communications within this many minutes of the last transaction, the entire system will be reset by power cycle.",UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,220,1021,EPS_WDOG_RESET_COUNT,1019,EPS Watchdog Reset Count,The number of communications watchdog resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,230,1022,EPS_MB_BO_RESET_COUNT,1020,EPS Motherboard Brown Out Reset Count,The number of motherboard brown out resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,240,1023,EPS_DB_BO_RESET_COUNT,1021,EPS Daughterboard Brown Out Reset Count,The number of daughterboard brown out resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,250,1024,EPS_MB_SW_RESET_COUNT,1022,EPS Motherboard Software Reset Count,The number of motherboard automatic software resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,260,1025,EPS_DB_SW_RESET_COUNT,1023,EPS Daughterboard Software Reset Count,The number of daughterboard automatic software resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,270,1026,EPS_MB_MAN_RESET_COUNT,1024,EPS Motherboard Manual Reset Count,The number of motherboard manual commanded software resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
EPSHKP,40,1685,Electrical Power System (EPS) Housekeeping Data,"Digital status data read out from the EPS module.  Because the single bit status flags are automatically cleared by the EPS when read, the FSW keeps a running count of the number of times each bit is set.",29,280,1027,EPS_DB_MAN_RESET_COUNT,1025,EPS Daughterboard Manual Reset Count,The number of daughterboard manual commanded software resets that have take place.  This count is persistent and maintained in the EPS.,UInt8,24,8,,,,,,,,,,,little_endian,2
BATCSPHKP,41,1688,Clyde Space Battery Housekeeping Data,"Digital status data read out from the Clyde Space Battery module.  Because the single bit status flags are automatically cleared by the battery when read, the FSW keeps a running count of the number of times each bit is set.",14,10,1115,BAT_STAT_CMD_TYPE_ERR,1115,Battery Status Unknown Command Type Error,A count of the number of times the unknown command type status bit has been set in the Status Bytes register.,UInt8,24,8,,,,,,,,,,,little_endian,2
BATCSPHKP,41,1688,Clyde Space Battery Housekeeping Data,"Digital status data read out from the Clyde Space Battery module.  Because the single bit status flags are automatically cleared by the battery when read, the FSW keeps a running count of the number of times each bit is set.",14,20,1116,BAT_STAT_CMD_VAL_ERR,1116,Battery Status Unknown Command Value Error,A count of the number of times the unknown command value status bit has been set in the Status Bytes register.,UInt8,24,8,,,,,,,,,,,little_endian,2
